08:32:59 INFO    Fournisseur IA: gemini
08:35:41 ERROR   [fiche] [1076] ERREUR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}
08:35:51 INFO    [fiche] [1077] Titre IV [Licence 3 - Semestre 5] [gemini] …
08:35:51 INFO    AFC is enabled with max remote calls: 10.
08:35:53 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
08:35:53 WARNING Gemini 429 (attempt 1/3) — retry in 30s
08:36:23 INFO    AFC is enabled with max remote calls: 10.
08:36:42 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:36:43 INFO    AFC is enabled with max remote calls: 10.
08:36:57 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:36:58 INFO    AFC is enabled with max remote calls: 10.
08:37:10 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:37:10 INFO    AFC is enabled with max remote calls: 10.
08:37:24 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:37:24 INFO    AFC is enabled with max remote calls: 10.
08:37:38 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:37:38 INFO    AFC is enabled with max remote calls: 10.
08:37:55 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:37:56 INFO    AFC is enabled with max remote calls: 10.
08:38:07 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:38:07 INFO    AFC is enabled with max remote calls: 10.
08:38:25 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:38:25 INFO    AFC is enabled with max remote calls: 10.
08:38:34 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:38:35 INFO    AFC is enabled with max remote calls: 10.
08:38:46 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:38:46 INFO    AFC is enabled with max remote calls: 10.
08:38:54 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:38:54 INFO    AFC is enabled with max remote calls: 10.
08:38:56 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
08:38:56 WARNING Gemini 429 (attempt 1/3) — retry in 30s
08:39:26 INFO    AFC is enabled with max remote calls: 10.
08:39:38 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:39:38 INFO    AFC is enabled with max remote calls: 10.
08:39:51 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:39:51 INFO    AFC is enabled with max remote calls: 10.
08:40:04 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:40:05 INFO    AFC is enabled with max remote calls: 10.
08:40:19 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:40:19 INFO    [fiche] [1077] OK — fiche_id=2551 sections=10
08:40:24 INFO    [fiche] [1078] titre II [Licence 3 - Semestre 5] [gemini] …
08:40:25 INFO    AFC is enabled with max remote calls: 10.
08:40:38 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:40:38 INFO    AFC is enabled with max remote calls: 10.
08:40:51 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:40:51 INFO    AFC is enabled with max remote calls: 10.
08:41:00 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:41:01 INFO    AFC is enabled with max remote calls: 10.
08:41:14 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:41:14 INFO    AFC is enabled with max remote calls: 10.
08:41:27 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:41:27 ERROR   [fiche] [1078] ERREUR: Claude n'a pas retourné un JSON object valide
08:41:37 INFO    [fiche] [1079] 2307817_BEILOUNY EMMA L3 numérique en droit Janvier 2025 Dro [Licence 3 - Semestre 5] [gemini] …
08:41:38 INFO    AFC is enabled with max remote calls: 10.
08:41:49 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:41:49 INFO    [fiche] [1079] OK — fiche_id=2555 sections=3
08:41:54 INFO    [fiche] [1080] Cours magistral DTR [Licence 3 - Semestre 5] [gemini] …
08:41:54 INFO    AFC is enabled with max remote calls: 10.
08:42:08 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:42:08 INFO    AFC is enabled with max remote calls: 10.
08:42:23 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:42:23 INFO    AFC is enabled with max remote calls: 10.
08:42:32 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:42:32 INFO    AFC is enabled with max remote calls: 10.
08:42:33 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
08:42:33 WARNING Gemini 429 (attempt 1/3) — retry in 30s
08:43:03 INFO    AFC is enabled with max remote calls: 10.
08:43:05 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
08:43:05 WARNING Gemini 429 (attempt 2/3) — retry in 60s
08:44:05 INFO    AFC is enabled with max remote calls: 10.
08:44:28 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:44:28 INFO    AFC is enabled with max remote calls: 10.
08:44:41 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:44:42 INFO    AFC is enabled with max remote calls: 10.
08:44:51 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:44:51 INFO    AFC is enabled with max remote calls: 10.
08:45:04 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:45:04 INFO    AFC is enabled with max remote calls: 10.
08:45:15 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:45:15 INFO    AFC is enabled with max remote calls: 10.
08:45:25 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:45:25 INFO    AFC is enabled with max remote calls: 10.
08:45:39 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:45:39 INFO    AFC is enabled with max remote calls: 10.
08:45:49 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:45:49 INFO    AFC is enabled with max remote calls: 10.
08:46:05 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:46:05 INFO    AFC is enabled with max remote calls: 10.
08:46:18 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:46:18 INFO    AFC is enabled with max remote calls: 10.
08:46:32 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:46:33 INFO    AFC is enabled with max remote calls: 10.
08:46:46 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:46:46 INFO    AFC is enabled with max remote calls: 10.
08:47:02 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:47:03 INFO    AFC is enabled with max remote calls: 10.
08:47:19 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:47:20 INFO    AFC is enabled with max remote calls: 10.
08:47:32 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:47:32 INFO    AFC is enabled with max remote calls: 10.
08:47:43 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:47:43 INFO    AFC is enabled with max remote calls: 10.
08:47:55 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:47:56 INFO    AFC is enabled with max remote calls: 10.
08:48:08 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:48:09 INFO    AFC is enabled with max remote calls: 10.
08:48:23 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:48:23 INFO    AFC is enabled with max remote calls: 10.
08:48:36 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:48:36 INFO    AFC is enabled with max remote calls: 10.
08:48:50 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:48:50 INFO    AFC is enabled with max remote calls: 10.
08:49:02 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:49:02 INFO    AFC is enabled with max remote calls: 10.
08:49:10 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:49:10 INFO    AFC is enabled with max remote calls: 10.
08:49:21 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:49:21 INFO    AFC is enabled with max remote calls: 10.
08:49:34 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:49:34 INFO    AFC is enabled with max remote calls: 10.
08:49:48 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:49:48 INFO    AFC is enabled with max remote calls: 10.
08:50:03 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:50:03 INFO    AFC is enabled with max remote calls: 10.
08:50:14 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:50:14 INFO    AFC is enabled with max remote calls: 10.
08:50:25 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:50:26 INFO    AFC is enabled with max remote calls: 10.
08:50:37 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:50:37 INFO    AFC is enabled with max remote calls: 10.
08:50:54 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:50:54 INFO    AFC is enabled with max remote calls: 10.
08:51:07 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:51:07 INFO    AFC is enabled with max remote calls: 10.
08:51:23 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:51:23 INFO    AFC is enabled with max remote calls: 10.
08:51:34 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:51:34 INFO    AFC is enabled with max remote calls: 10.
08:51:48 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:51:48 INFO    AFC is enabled with max remote calls: 10.
08:52:00 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:52:00 INFO    AFC is enabled with max remote calls: 10.
08:52:14 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:52:14 INFO    AFC is enabled with max remote calls: 10.
08:52:28 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:52:28 INFO    AFC is enabled with max remote calls: 10.
08:52:44 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:52:44 INFO    AFC is enabled with max remote calls: 10.
08:52:59 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:52:59 INFO    AFC is enabled with max remote calls: 10.
08:53:13 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:53:13 INFO    AFC is enabled with max remote calls: 10.
08:53:23 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:53:23 INFO    AFC is enabled with max remote calls: 10.
08:53:36 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:53:37 INFO    AFC is enabled with max remote calls: 10.
08:53:53 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:53:54 INFO    AFC is enabled with max remote calls: 10.
08:54:07 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:54:08 INFO    AFC is enabled with max remote calls: 10.
08:54:23 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:54:23 INFO    AFC is enabled with max remote calls: 10.
08:54:34 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:54:34 INFO    AFC is enabled with max remote calls: 10.
08:54:45 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:54:46 INFO    AFC is enabled with max remote calls: 10.
08:54:56 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:54:57 INFO    AFC is enabled with max remote calls: 10.
08:55:09 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:55:09 INFO    AFC is enabled with max remote calls: 10.
08:55:19 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:55:19 INFO    AFC is enabled with max remote calls: 10.
08:55:32 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:55:32 INFO    AFC is enabled with max remote calls: 10.
08:55:40 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:55:40 INFO    [fiche] [1080] OK — fiche_id=2560 sections=10
08:55:45 INFO    [fiche] [1082] DTR S1 - Introduction (I) [Licence 3 - Semestre 5] [gemini] …
08:55:46 INFO    AFC is enabled with max remote calls: 10.
08:55:59 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:55:59 INFO    AFC is enabled with max remote calls: 10.
08:56:10 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:56:11 INFO    AFC is enabled with max remote calls: 10.
08:56:22 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:56:22 INFO    AFC is enabled with max remote calls: 10.
08:56:34 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:56:34 INFO    AFC is enabled with max remote calls: 10.
08:56:49 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:56:50 INFO    AFC is enabled with max remote calls: 10.
08:56:59 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:56:59 INFO    [fiche] [1082] OK — fiche_id=2562 sections=10
08:57:04 INFO    [fiche] [1083] DTR S1 [Licence 3 - Semestre 5] [gemini] …
08:57:05 INFO    AFC is enabled with max remote calls: 10.
08:57:16 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:57:17 INFO    AFC is enabled with max remote calls: 10.
08:57:28 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:57:28 INFO    AFC is enabled with max remote calls: 10.
08:57:36 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:57:36 INFO    AFC is enabled with max remote calls: 10.
08:57:49 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:57:49 INFO    AFC is enabled with max remote calls: 10.
08:58:02 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:58:02 INFO    AFC is enabled with max remote calls: 10.
08:58:15 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:58:15 INFO    [fiche] [1083] OK — fiche_id=2563 sections=10
08:58:20 INFO    [fiche] [1084] DTR S10 [Licence 3 - Semestre 5] [gemini] …
08:58:20 INFO    AFC is enabled with max remote calls: 10.
08:58:32 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:58:32 INFO    AFC is enabled with max remote calls: 10.
08:58:46 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:58:46 INFO    AFC is enabled with max remote calls: 10.
08:58:58 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:58:58 INFO    AFC is enabled with max remote calls: 10.
08:59:11 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:59:11 INFO    AFC is enabled with max remote calls: 10.
08:59:20 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:59:20 INFO    [fiche] [1084] OK — fiche_id=2565 sections=10
08:59:25 INFO    [fiche] [1085] DTR S11 [Licence 3 - Semestre 5] [gemini] …
08:59:25 INFO    AFC is enabled with max remote calls: 10.
08:59:39 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:59:40 INFO    AFC is enabled with max remote calls: 10.
08:59:53 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:59:53 INFO    AFC is enabled with max remote calls: 10.
09:00:07 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
09:00:07 INFO    [fiche] [1085] OK — fiche_id=2566 sections=9
09:00:12 INFO    [fiche] [1086] DTR S2 - Introduction (II) [Licence 3 - Semestre 5] [gemini] …
09:00:12 INFO    AFC is enabled with max remote calls: 10.
09:00:21 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
09:00:21 INFO    AFC is enabled with max remote calls: 10.
09:00:33 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
09:00:33 INFO    AFC is enabled with max remote calls: 10.
09:00:44 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
09:00:44 INFO    AFC is enabled with max remote calls: 10.
09:00:56 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
09:00:56 INFO    AFC is enabled with max remote calls: 10.
09:01:10 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
09:01:10 INFO    AFC is enabled with max remote calls: 10.
09:01:20 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
09:01:20 INFO    [fiche] [1086] OK — fiche_id=2568 sections=10
09:01:25 INFO    Phase 2 terminée — ok=8 skipped=0 error=2
09:01:25 INFO    Terminé.
