id,titre,matiere,score,nb_flashcards,nb_fiches,raisons
720,Exemples denseignes,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
721,Extrait Infogreffe société Dalloz,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
724,Schémas EI 1,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
769,DCO1_2024-2025_Méthodologie dissertation,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
806,QCM PGDE 2023,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
807,QCM PGDE MAI 2024,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
808,Sujet PGDE mai 2025,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
809,plan_cours_PGDE,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
816,Sujet anglais mai 2025,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
834,QCM FP MAI 2022,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
836,QCM FP MAI 2024,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
886,Partiel,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
887,QCM DAF2 MAI 2024,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
893,Casino franchise,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
915,Les actes administratifs unilatéraux,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
975,DCO2_2024-2025_Méthodologie commentaire darrêt,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
979,Sujet Mai 2025,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1046,5 PP,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1226,DFA Juin 2025,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1228,DFA Partiel 2024,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1229,DFA Partiel 2025,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1269,Annale-QCM-droit-fiscal-mai-2023,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1271,QCM DFI JUIN 2025,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1272,QCM DFI MAI 2024,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1333,QCM-2 économie,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1359,Mngmt S4,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1361,Mngt S3,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1373,Compo laïcité Elno,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1401,Note Opérationnelle Gabriel Faudou 4A-CA 29.11,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1440,Extrait Infogreffe société Dalloz,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1441,Schéma EURL 1,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1442,Schéma EURL 2,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1443,Schémas EI 1,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1444,Schémas EI 2,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1449,DCO1_2024-2025_Méthodologie dissertation,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1461,Conférence-de-méthode-de-politique-économique-Correction-du-concours-blanc-et-méthodologie-IEP-de-Toulouse-7-janvier-2025 (1),Documents divers,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1462,Compo laïcité Elno,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1463,Corrigé Composition Louise Foutrel (1),Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1464,Définitions et typologie,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1465,Fiche - Convention européenne des droits de l_homme,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1466,Les traités internationaux sur les DF,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1467,Fiche Dualité,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1468,Fiche _ La jurisprudence administrative et les principes généraux du droit,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1469,II- La dualité des ordres de juridictions,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1470,La répartition des compétences juridictionnelles entre juridictions administratives et juridictions judicaires,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1471,Autorités de police,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1472,Fiche _ La responsabilité administrative (Espagno 2A),Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1473,Fiche _ Le règlement des litiges en dehors du juge administratif (Licence 2 Assas),Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1474,La responsabilité administrative,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1475,Le Conseil d’Etat et les autres juridictions administratives organisation des juridictions _ la procédure administrative contentieuse _ les recours contentieux _ l’exécution des décisions des juridictions administratives,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1476,Fiche sur les acteurs qui contrôlent le respect de la hiérarchie des normes,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1477,Fiche technique _ Les sources du droit public et la hiérarchie des normes,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1478,Introduction - Le contrôle du respect de la hiérarchie des normes - Lina Dienakwiza-Lusakweno,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1479,L_exigence de qualité des normes_,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1480,La hiérarchie des normes de droit de l’UE,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1481,Le contrôle de légalité de l’acte administratif,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1482,Les conflits de normes et leur règlement,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1483,"Le Président de la République, le Gouvernement et la coordination interministérielle",Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1484,Les autorités administratives indépendantes et les autorités publiques indépendantes,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1485,Les collectivités territoriales et la décentralisation,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1486,L’administration territoriale de l’Etat et la déconcentration,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1487,Les arrêts,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1488,Lien quizzlet _inversé_ tout chapitres,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1489,Note Opérationnelle Gabriel Faudou 4A-CA 29.11,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1490,Autorités compétentes en matière de police administrative,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1491,"Corrigé L’ordre public, une notion évolutive _- Lina Dienakwiza-Lusakweno",Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1492,Corrigé M. Fournier PA Droit 3009,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1493,L’acte administratif unilatéral,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1494,Corrigé Maadi FOURNIER Service Public 0710,Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1495,"Code général de la fonction publique, livre 1 _ résumé",Droit public,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1496,"Fiche _ Bénassy-Coeuré, Chap 10 - Innovation",Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1497,Fiche _ Macroéco 1A Brossard,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1498,La politique budgétaire,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1499,Politique de stabilité financière,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1500,Politique fiscale et réduction des inégalités,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1501,Politique monétaire,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1502,Politiques de la concurrence et de régulation économique,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1503,Politiques de l’Union économique et monétaire,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1504,Système monétaire international,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1505,Inflation et déflation_,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1506,Les politiques structurelles et interventions de l’Etat face aux défaillances de marché_,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1507,L’intégration régional européenne_,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1508,Macroéconomie _ Théories et Politiques 1A,Economie,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1509,Exposé Colombia,Espagnol,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1510,Exposé Venezuela (ES_FR),Espagnol,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1511,exposé Salvador,Espagnol,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1512,México narco 2025,Espagnol,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1513,Retos en América Latina 2025,Espagnol,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1514,Résumés espagnol,Espagnol,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1515,Résumés révision exam espagnol,Espagnol,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1516,CT et développement éco,Finances publiques,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1517,Fiche Gabriel _ La mise en cause de la responsabilité des gestionnaires publics,Finances publiques,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1518,ADM 11 - Les normes internationales et européennes,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1519,ADM 12 - Les normes législatives et réglementaires,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1520,Corrigé-Catarina Cotic Belloube_TD_principe_légalité,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1521,Copy of ADM 12 - Les normes législatives et réglementaires,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1522,DAD_Conseils méthodologiques_2024-2025,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1523,Récapitulatif majeures cas pratiques word,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1524,2307817_BEILOUNY EMMA L2 numérique en droit Janvier 2024 Anglais 1er semestre,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1525,Extrait Infogreffe société Dalloz,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1526,Schéma EURL 1,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1527,Schéma EURL 2,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1528,Schémas EI 1,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1529,Schémas EI 2,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1530,2407000_FAHLOUN NELIA L2 numérique en droit Janvier 2025 Droit civil 1 (les obligations),Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1531,DCO 12 - Mise à jour Semaine 12,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1532,DCO 5 - mise à jour,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1533,DCO1_2024-2025_Méthode fiche darrêt,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1534,DCO1_2024-2025_Méthodologie dissertation,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1535,DCO1_2024-2025_Méthodologie du cas pratique (1),Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1536,DCO1_2024-2025_Méthodologie du cas pratique (2),Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1537,MAJ - semaine 9- Les effets du contrat à l_égard des tiers,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1538,HDO Semaine 10 - La liberté contractuelle et ses limites,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1539,"HDO Semaine 12 - Contrats consensuels, solennels et réels",Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1540,HDO Semaine 2 - L’œuvre juridique de l’empereur Justinien (I),Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1541,HDO Semaine 3 - L’œuvre juridique de l’empereur Justinien (I),Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1542,HDO Semaine 4 - La redécouverte (résurgence) du droit romain en Europe occidentale au Moyen-Âge (I),Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1543,HDO Semaine 5 - La redécouverte (résurgence) du droit romain en Europe occidentale au Moyen-Âge (II),Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1544,HDO Semaine 6 - Les définitions de lobligation,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1545,HDO Semaine 9 - La définition du contrat,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1546,Histoire du droit des obligations résumé,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1547,1203244_MIKART PRISCILLA L2 numérique en droit Janvier 2023 Hist droit des oblig,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1548,1203244_MIKART PRISCILLA L2 numérique en droit Janvier 2023 Hist droit des oblig,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1549,2200884_GUILLOCHON MAXIME L2 numérique en droit Janvier 2024 Histoire du droit des obligations,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1550,2207021_COTIC BELLOUBE CATARINA L2 numérique en droit Janvier 2024 Histoire du droit des obligations,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1551,2209364_DERVAUX JULES L2 numérique en droit Janvier 2024 Histoire du droit des obligations,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1552,2209367_DJAZIRI SAIDA L2 numérique en droit Janvier 2023 Hist droit des oblig,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1553,2307817_BEILOUNY EMMA L2 numérique en droit Janvier 2024 Histoire du droit des obligations,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1554,Fiche de révision PGDE,Licence 2 - Semestre 3,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1555,11. DAD 2 Semaine 11 - Le contentieux de la responsabilité administrative (I),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1556,12. DAD 2 Semaine 12 - Le contentieux de la responsabilité administrative (II),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1557,6. DAD 2 Semaine 6 - Le règlement des litiges en dehors de la juridiction administrative,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1558,Arrêts ADMIN S04(1),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1559,Arrêts ADMIN S04,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1560,Arrêts ADMIN S04,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1561,2105036_BARAZNA MAXIME L2 numérique en droit mai 2024 Droit administratif 2,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1562,2306463_NAIT-BOUDA SOFIAN L2 numérique en droit Mai 2025 Droit administratif 2(2),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1563,2307817_BEILOUNY EMMA L2 numérique en droit mai 2024 Droit administratif 2,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1564,2407000_FAHLOUN NELIA L2 numérique en droit Mai 2025 Droit administratif 2,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1565,Copie de 7. DAD 2 Semaine 7 - Les voies de recours contre les actes unilatéraux,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1566,Les actes administratifs unilatéraux,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1567,Semaine 7 - Les voies de recours contre les actes unilatéraux,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1568,arrêts et articles admin,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1569,2307817_BEILOUNY EMMA L2 numérique en droit mai 2024 Anglais sem.2,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1570,Anglais 2 cours très résumé,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1571,QCM DAF2 MAI 2024_Tentative de corrigé,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1572,2302854_GAZEAU LUCIE L2 numérique en droit Mai 2025 Droit civil 2 (les obligations),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1573,2306827_POULIQUEN INES L2 numérique en droit Mai 2025 Droit civil 2 (les obligations),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1574,2407000_FAHLOUN NELIA L2 numérique en droit Mai 2025 Droit civil 2 (les obligations),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1575,Correction interrogation écrite 12 mars 2023,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1576,Correction interrogation écrite 12 mars 2023,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1577,Corrigé galop dessai 2024(1),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1578,Corrigé galop dessai 2024(1),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1579,Corrigé galop dessai 2024,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1580,Corrigé galop dessai 2024,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1581,Corrigé interrogation écrite 2e semestre 2023-2024v2,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1582,Corrigé interrogation écrite 2e semestre 2023-2024v2,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1583,OUAHNON AVA MARINE  L2 numérique en droit Mai 2025 Droit civil 2 (les obligations),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1584,DCO2_2024-2025_Méthode cas pratique Responsabilité civile,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1585,DCO2_2024-2025_Méthodologie commentaire darrêt,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1586,Les préjudices résultant d’un dommage corporel,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1587,FIN-PUB Semaine 1 - Présentation du cours  L’objet du droit des finances publiques,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1588,FIN-PUB Semaine 10 - Léquilibre budgétaire (III),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1589,FIN-PUB Semaine 11 - Les recettes publiques + Les dépenses publiques (I),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1590,FIN-PUB Semaine 12 - Les dépenses publiques (II),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1591,FIN-PUB Semaine 6 - Les objectifs macroéconomiques + Léquilibre monétaire (I),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1592,FIN-PUB Semaine 7 - Léquilibre monétaire (II),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1593,FIN-PUB Semaine 8 - Léquilibre monétaire (III) + Léquilibre budgétaire (I),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
