08:28:43 INFO    Fournisseur IA: gemini
08:32:47 ERROR   [fiche] [499] ERREUR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}
08:32:57 INFO    [fiche] [500] Le contrôle de légalité de l’acte administratif [Droit public] [gemini] …
08:32:58 INFO    AFC is enabled with max remote calls: 10.
08:32:59 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
08:32:59 ERROR   [fiche] [500] ERREUR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}
08:33:09 INFO    [fiche] [502] Liens Quizlet [Droit public] [gemini] …
08:33:09 INFO    AFC is enabled with max remote calls: 10.
08:33:11 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
08:33:11 ERROR   [fiche] [502] ERREUR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}
08:33:21 INFO    [fiche] [505] II- La dualité des ordres de juridictions [Droit public] [gemini] …
08:33:21 INFO    AFC is enabled with max remote calls: 10.
08:33:34 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:33:34 INFO    AFC is enabled with max remote calls: 10.
08:33:36 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
08:33:36 ERROR   [fiche] [505] ERREUR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}
08:33:46 INFO    [fiche] [506] La répartition des compétences juridictionnelles entre jurid [Droit public] [gemini] …
08:33:46 INFO    AFC is enabled with max remote calls: 10.
08:33:59 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:33:59 INFO    AFC is enabled with max remote calls: 10.
08:34:01 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
08:34:01 ERROR   [fiche] [506] ERREUR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}
08:34:11 INFO    [fiche] [507] Lien quizlet_ [Droit public] [gemini] …
08:34:11 INFO    AFC is enabled with max remote calls: 10.
08:34:12 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 429 Too Many Requests"
08:34:12 ERROR   [fiche] [507] ERREUR: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}
08:34:22 INFO    [fiche] [508] Code général de la fonction publique, livre 1 _ résumé [Droit public] [gemini] …
08:34:22 INFO    AFC is enabled with max remote calls: 10.
08:34:37 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:34:37 ERROR   [fiche] [508] ERREUR: Claude n'a pas retourné un JSON object valide
08:34:47 INFO    [fiche] [509] Fiche Fonction publique [Droit public] [gemini] …
08:34:47 INFO    AFC is enabled with max remote calls: 10.
08:35:01 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:35:01 INFO    AFC is enabled with max remote calls: 10.
08:35:14 INFO    HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash:generateContent "HTTP/1.1 200 OK"
08:35:15 INFO    [fiche] [509] OK — fiche_id=2550 sections=8
08:35:20 INFO    Phase 2 terminée — ok=6 skipped=0 error=9
08:35:20 INFO    Terminé.
